x,29/09/2022,25/09/2022,20/09/2022,17/09/2022,13/09/2022,08/09/2022,02/10/2022,winter_median,august_mean,elevation
0,22.12829018,,27.99353027,12.70242882,,51.45309067,21.11812592,23.71581364,32.07256031,302
430.6350832,34.45005417,,51.39430618,32.76463318,,93.13895416,38.82197952,43.2632637,60.47710419,333
861.2701663,40.74979019,,57.91007996,36.65985489,,105.0730209,48.24813461,49.37809563,69.63516426,368
1291.905249,50.1764183,,56.38330841,40.28171539,,108.6305542,61.85946274,55.12876892,75.74089622,368
1722.540333,54.81827927,,54.38949966,54.39207077,,104.5391006,57.39380264,55.23583031,76.30576706,398
2153.175416,59.56595612,,60.4222641,53.91736603,,110.0616455,41.88462448,53.3916111,77.53173637,418
2583.810499,62.23245621,,63.49843979,50.34532928,,117.1835022,37.62697983,53.61468124,79.28555107,429
3014.445582,68.53975677,,75.2098465,59.21074677,,137.9991913,40.0536499,57.24489784,88.12075806,455
3445.080665,70.02005005,,77.21806335,72.27523804,,147.9744568,36.7130661,58.23318481,89.30485153,479
3875.715748,67.54447937,,77.45755768,69.90338135,,145.7880096,34.93700409,56.22843742,90.4935379,491
4306.350832,59.45991135,,79.48281097,56.07989502,,141.875824,30.8996315,58.65469742,92.90114212,495
4736.985915,60.08009338,,82.63092804,51.63906097,,144.7985535,31.24471855,59.32862854,94.72210884,507
5167.620998,58.08679581,,84.33614349,53.75786209,,150.8414459,39.48073196,63.91060257,100.6619492,509
5598.256081,67.10442352,,93.00948334,63.08100128,,167.8559875,41.76269913,67.79606628,111.9795876,520
6028.891164,69.92614746,,104.4235916,63.45837784,,187.1905365,47.7574234,74.43727875,121.1549873,538
6459.526247,68.65663147,,112.2794037,87.24939728,,206.5753174,52.90005875,78.18086243,126.2376804,552
6890.161331,77.04942322,,112.385376,91.5375061,,206.6927643,59.02284241,79.64560699,127.3214016,562
7320.796414,105.5844193,,121.2872238,99.71164703,,192.4239807,65.29184723,83.64174652,136.9387341,571
7751.431497,105.6420135,,120.5938339,109.6951065,,185.9277649,81.25024414,83.79428101,133.2499142,586
8182.06658,96.96658325,,117.2272491,121.5189743,,182.1692505,84.94072723,83.06269836,136.9008465,604
9100.302098,93.94748688,,113.1281891,96.91230774,,204.3438873,78.88063812,81.54034424,127.8247814,621
10018.53762,86.75810242,,107.2456741,127.9255981,,212.3919983,61.68788147,81.70487213,130.0173893,635
10936.77313,91.51170349,,101.164772,142.0942383,,219.0686188,63.83193588,78.85461807,135.8766384,654
11855.00865,95.48465729,,107.0988235,138.6749115,,196.2539215,70.72264099,76.98953247,114.9156113,691
12773.24417,95.44017792,,106.0984421,107.1354752,,210.4346619,83.00833893,76.82264709,112.3189697,710
13691.47969,111.935463,,103.116394,102.5948181,,207.0482025,91.36536407,81.14707947,116.177784,735
14609.71521,101.7707901,,130.6673889,126.2462006,,201.5813293,102.6541977,84.37091827,98.9004364,772
15527.95072,93.48451996,,123.5533752,125.8136063,,191.5782471,70.06046295,82.08637619,126.5785217,774
16446.18624,79.91981506,,123.7270279,103.3967896,,192.6580048,68.56395721,78.76674652,131.5273285,791
17364.42176,73.97203827,,104.6752014,105.1401596,,203.2415009,73.6023407,78.33924103,158.9496002,799
17553.93933,73.84777069,,103.1681366,99.33034515,,201.3161163,78.1449585,76.62232971,152.4089508,800
17743.45689,73.84777069,,103.1681366,99.33034515,,201.3161163,78.1449585,76.62232971,152.4089508,800
17932.97445,77.59137726,,109.1579208,95.71633911,,-9999,83.91757202,75.63192749,130.9205818,801
18122.49202,83.79161072,,120.1947327,86.45336151,,-9999,86.58792877,76.21465302,-9999,802
18312.00958,88.98138428,,128.7742462,88.06723785,,-9999,93.86161804,76.55567932,-9999,802
18501.52715,88.98138428,,128.7742462,88.06723785,,-9999,93.86161804,76.55567932,-9999,803
18691.04471,93.24597931,,132.2508698,90.90013123,,-9999,96.6569519,79.50836945,-9999,802
18880.56227,94.45456696,,131.4408112,92.93959045,,-9999,94.43118286,80.05040741,-9999,803
19070.07984,92.73991394,,126.6074295,95.40071869,,-9999,87.2223587,83.13282013,-9999,801
19259.5974,92.73991394,,126.6074295,95.40071869,,-9999,87.2223587,83.13282013,-9999,802
19449.11497,90.54925537,,116.8086624,94.78147888,,194.8201447,79.21777344,82.89631653,-9999,803
19638.63253,89.47901917,,108.567482,92.29360199,,199.2604065,73.54975128,84.63323212,94.73957062,804
19828.1501,85.5622406,,103.86586,94.15208435,,205.5817413,69.38834381,86.86171722,138.2049561,806
20017.66766,85.5622406,,103.86586,94.15208435,,205.5817413,69.38834381,86.86171722,138.2049561,809
20207.18522,86.87135315,,103.4893494,92.40345001,,211.3640747,68.58285522,87.77355957,140.3575325,812
20396.70279,92.73207855,,105.5936737,94.47562408,,218.0950928,72.82780457,90.73119736,133.6083431,817
20586.22035,101.9689636,,107.5329361,98.62789917,,225.7395782,78.18523407,92.86326218,139.8713417,820
20775.73792,101.9689636,,107.5329361,98.62789917,,225.7395782,78.18523407,92.86326218,139.8713417,823
20965.25548,105.3819656,,-9999,98.65131378,,231.1509552,89.15895844,95.52631378,147.8388309,824
21154.77304,105.4123535,,-9999,103.8296509,,229.3841248,-9999,97.49796295,136.8515981,827
21344.29061,103.820137,,-9999,108.5885315,,224.5116272,-9999,99.570961,135.3666128,829
21533.80817,103.820137,,-9999,108.5885315,,224.5116272,-9999,99.570961,135.3666128,829
21723.32574,101.0259857,,-9999,113.1788864,,218.3916779,-9999,99.87511444,132.3837128,832
21912.8433,101.8179779,,-9999,115.0755997,,213.299408,-9999,100.5768051,132.2217967,836
22102.36087,106.283844,,-9999,116.6448746,,210.4781342,-9999,102.4120941,134.9463196,839
22291.87843,106.283844,,-9999,116.6448746,,210.4781342,-9999,102.4120941,134.9463196,842
22481.39599,110.4734192,,-9999,116.8698273,,210.0214691,-9999,105.5932541,139.8348541,843
22670.91356,113.7651138,,-9999,117.3000183,,211.2136383,-9999,106.0001984,146.2517853,845
22860.43112,114.2249832,,-9999,121.8822098,,210.3604126,-9999,108.8226624,160.166509,848
23049.94869,114.2249832,,-9999,121.8822098,,210.3604126,-9999,108.8226624,160.166509,851
23239.46625,113.325592,,-9999,131.2365417,,213.2293091,-9999,112.3709831,146.3794556,853
23428.98381,112.2733765,,-9999,131.8878326,,216.0172119,-9999,112.7559662,149.1915588,854
23618.50138,111.5035858,,-9999,128.5404358,,219.1724701,-9999,116.1043015,150.5889282,862
23808.01894,-9999,,-9999,126.6772079,,218.7809296,-9999,121.4028702,147.1708221,864
23997.53651,-9999,,-9999,129.8494568,,222.8846741,-9999,121.056366,151.2974091,869
24187.05407,-9999,,-9999,138.5341644,,225.973175,-9999,124.6639786,155.4762726,878
24376.57164,-9999,,-9999,138.5341644,,225.973175,-9999,124.6639786,155.4762726,884
24566.0892,-9999,,-9999,157.1058502,,-9999,-9999,130.0841446,164.0281219,891
24755.60676,-9999,,-9999,156.175705,,-9999,-9999,134.2649765,167.3718567,894
24945.12433,-9999,,-9999,154.2619781,,-9999,-9999,135.2896118,170.3642731,898
25134.64189,-9999,,-9999,154.3972168,,-9999,-9999,134.6807861,170.1829681,901
25324.15946,-9999,,-9999,152.8050385,,-9999,-9999,136.1795883,-9999,906
25513.67702,-9999,,-9999,151.7790527,,-9999,-9999,138.9642487,-9999,911
25703.19459,-9999,,-9999,151.3929138,,-9999,-9999,137.9683533,-9999,914
25892.71215,-9999,,-9999,-9999,,-9999,-9999,137.8847809,-9999,921
26082.22971,-9999,,-9999,-9999,,-9999,-9999,136.3926926,-9999,924
26271.74728,-9999,,-9999,-9999,,-9999,-9999,138.2297974,-9999,928
26461.26484,-9999,,-9999,-9999,,-9999,-9999,136.8915405,-9999,932
26650.78241,-9999,,-9999,-9999,,-9999,-9999,136.8535919,-9999,936
27175.46084,-9999,,-9999,-9999,,-9999,-9999,135.7758026,-9999,941
27700.13928,-9999,,-9999,-9999,,-9999,-9999,139.0345917,-9999,950
28224.81772,-9999,,-9999,-9999,,-9999,-9999,140.0098114,-9999,961
28749.49616,-9999,,-9999,-9999,,-9999,-9999,138.3188477,-9999,972
29274.1746,-9999,,-9999,-9999,,-9999,-9999,135.5985336,-9999,981
29798.85304,-9999,,-9999,-9999,,-9999,-9999,131.1524048,-9999,985
30323.53147,-9999,,-9999,-9999,,-9999,-9999,130.2111664,-9999,985
30848.20991,-9999,,-9999,-9999,,-9999,-9999,124.6887665,-9999,987
31372.88835,-9999,,-9999,-9999,,-9999,-9999,127.8958626,-9999,993
31897.56679,-9999,,-9999,-9999,,-9999,-9999,130.9053497,-9999,998
32422.24523,-9999,,-9999,-9999,,-9999,-9999,130.3696747,-9999,1005
32946.92367,-9999,,-9999,-9999,,-9999,-9999,127.7892761,-9999,1010
33471.6021,-9999,,-9999,-9999,,-9999,-9999,126.029377,-9999,1018
33996.28054,-9999,,-9999,-9999,,-9999,-9999,125.6338882,-9999,1022
34520.95898,-9999,,-9999,-9999,,-9999,-9999,126.8970184,-9999,1027
35045.63742,-9999,,-9999,-9999,,-9999,-9999,129.3673706,-9999,1039
35570.31586,-9999,,-9999,-9999,,-9999,-9999,128.6129837,-9999,1059
36094.9943,-9999,,-9999,-9999,,-9999,-9999,127.1912422,-9999,1074
36619.67273,-9999,,-9999,-9999,,-9999,-9999,125.9824524,-9999,1084
37144.35117,-9999,,-9999,-9999,,-9999,-9999,126.69487,-9999,1092
37669.02961,-9999,,-9999,-9999,,-9999,-9999,123.3334122,-9999,1104
51573.56206,-9999,,-9999,-9999,,-9999,-9999,105.5918083,-9999,1249
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
